metric,condition,conditional_probability
Respiratory rate,Metabolic syndrome X (disorder),0.0033444816053511705
Respiratory rate,Misuses drugs (finding),0.0032399665551839465
Respiratory rate,Loose dental filling (finding),0.002926421404682274
Respiratory rate,Joint pain (finding),0.002926421404682274
Respiratory rate,Muscle pain (finding),0.002926421404682274
Respiratory rate,Headache (finding),0.002926421404682274
Respiratory rate,Chronic sinusitis (disorder),0.002926421404682274
Respiratory rate,Microalbuminuria due to type 2 diabetes mellitus (disorder),0.00282190635451505
Respiratory rate,Chronic kidney disease stage 2 (disorder),0.002717391304347826
Respiratory rate,History of tubal ligation (situation),0.002717391304347826
Respiratory rate,Chill (finding),0.002717391304347826
Respiratory rate,Sore throat symptom (finding),0.002508361204013378
Respiratory rate,Otitis media,0.002508361204013378
Respiratory rate,Miscarriage in first trimester,0.002508361204013378
Respiratory rate,Leaking dental filling (finding),0.002508361204013378
Respiratory rate,Fractured dental filling (finding),0.00229933110367893
Respiratory rate,Proteinuria due to type 2 diabetes mellitus (disorder),0.0020903010033444815
Respiratory rate,Chronic kidney disease stage 3 (disorder),0.0019857859531772575
Respiratory rate,Sepsis caused by virus (disorder),0.0018812709030100335
Respiratory rate,Abnormal findings diagnostic imaging heart+coronary circulat (finding),0.0018812709030100335
Respiratory rate,Ischemic heart disease (disorder),0.0017767558528428093
Respiratory rate,Only received primary school education (finding),0.0017767558528428093
Respiratory rate,Acute respiratory failure (disorder),0.0017767558528428093
Respiratory rate,Drug overdose,0.0016722408026755853
Respiratory rate,Chronic kidney disease stage 4 (disorder),0.001463210702341137
Respiratory rate,History of appendectomy,0.001463210702341137
Respiratory rate,Awaiting transplantation of kidney (situation),0.001463210702341137
Respiratory rate,Complete miscarriage (disorder),0.001463210702341137
Respiratory rate,Concussion injury of brain (disorder),0.001358695652173913
Respiratory rate,History of renal transplant (situation),0.001358695652173913
Respiratory rate,Acute deep venous thrombosis (disorder),0.001358695652173913
Respiratory rate,Refugee (person),0.001358695652173913
Respiratory rate,Recurrent urinary tract infection (disorder),0.001254180602006689
Respiratory rate,Laceration of thigh,0.001254180602006689
Respiratory rate,Acute pulmonary embolism (disorder),0.001254180602006689
Respiratory rate,Sterilization requested (situation),0.001254180602006689
Respiratory rate,Sleep disorder (disorder),0.001254180602006689
Respiratory rate,Hyperlipidemia,0.001254180602006689
Respiratory rate,Acute bacterial sinusitis (disorder),0.001149665551839465
Respiratory rate,Diabetes mellitus type 2 (disorder),0.001149665551839465
Respiratory rate,Sinusitis (disorder),0.001149665551839465
Respiratory rate,Nasal congestion (finding),0.001149665551839465
Respiratory rate,Laceration of foot,0.001149665551839465
Respiratory rate,Chronic pain,0.001149665551839465
Respiratory rate,Laceration of forearm,0.0010451505016722408
Respiratory rate,Impacted molars,0.0010451505016722408
Respiratory rate,Polyp of colon,0.0010451505016722408
Respiratory rate,Obstructive sleep apnea syndrome (disorder),0.0010451505016722408
Respiratory rate,Childhood asthma,0.0010451505016722408
Respiratory rate,Concussion with no loss of consciousness,0.0010451505016722408
Respiratory rate,Hypertriglyceridemia (disorder),0.0010451505016722408
Respiratory rate,Whiplash injury to neck,0.0009406354515050167
Respiratory rate,Injury of neck (disorder),0.0009406354515050167
Respiratory rate,Chronic intractable migraine without aura,0.0009406354515050167
Respiratory rate,Burn injury (morphologic abnormality),0.0009406354515050167
Respiratory rate,Diarrhea symptom (finding),0.0009406354515050167
Respiratory rate,Facial laceration,0.0009406354515050167
Respiratory rate,Sprain of wrist,0.0008361204013377926
Respiratory rate,Fracture of ankle,0.0008361204013377926
Respiratory rate,History of single seizure (situation),0.0008361204013377926
Respiratory rate,Seizure disorder,0.0008361204013377926
Respiratory rate,Fibromyalgia (disorder),0.0007316053511705685
Respiratory rate,Fracture of clavicle,0.0007316053511705685
Respiratory rate,Fracture subluxation of wrist,0.0007316053511705685
Respiratory rate,Laceration of hand,0.0007316053511705685
Respiratory rate,Nausea (finding),0.0007316053511705685
Respiratory rate,Acute respiratory distress syndrome (disorder),0.0007316053511705685
Respiratory rate,Injury of tendon of the rotator cuff of shoulder,0.0007316053511705685
Respiratory rate,Dependent drug abuse (disorder),0.0007316053511705685
Respiratory rate,Osteoarthritis of knee,0.0007316053511705685
Respiratory rate,Vomiting symptom (finding),0.0007316053511705685
Respiratory rate,History of coronary artery bypass grafting (situation),0.0007316053511705685
Respiratory rate,Epidermal burn of skin (disorder),0.0006270903010033445
Respiratory rate,Perennial allergic rhinitis with seasonal variation,0.0006270903010033445
Respiratory rate,Served in armed forces (finding),0.0006270903010033445
Respiratory rate,Injury of kidney (disorder),0.0006270903010033445
Respiratory rate,Perennial allergic rhinitis,0.0006270903010033445
Respiratory rate,Fracture of rib,0.0006270903010033445
Respiratory rate,Child attention deficit disorder,0.0006270903010033445
Respiratory rate,History of myocardial infarction (situation),0.0006270903010033445
Respiratory rate,Blighted ovum,0.0006270903010033445
Respiratory rate,Preeclampsia,0.0006270903010033445
Respiratory rate,Injury of knee (disorder),0.0006270903010033445
Respiratory rate,Osteoporosis (disorder),0.0005225752508361204
Respiratory rate,Resorption of alveolar process due to dental trauma (disorder),0.0005225752508361204
Respiratory rate,Torus palatinus (disorder),0.0005225752508361204
Respiratory rate,Septic shock (disorder),0.0005225752508361204
Respiratory rate,Appendicitis,0.0005225752508361204
Respiratory rate,Atopic dermatitis,0.0005225752508361204
Respiratory rate,Myocardial infarction (disorder),0.0005225752508361204
Respiratory rate,Osteoarthritis of hip,0.0005225752508361204
Respiratory rate,Miscarriage in second trimester,0.0004180602006688963
Respiratory rate,Antepartum eclampsia,0.0004180602006688963
Respiratory rate,End-stage renal disease (disorder),0.0004180602006688963
Respiratory rate,Injury of medial collateral ligament of knee,0.0004180602006688963
Respiratory rate,Transformed migraine (disorder),0.0004180602006688963
Respiratory rate,Acute allergic reaction,0.0004180602006688963
Respiratory rate,Epilepsy,0.0004180602006688963
Respiratory rate,Tubal pregnancy,0.0004180602006688963
Respiratory rate,Alveolitis of jaw (disorder),0.0004180602006688963
Respiratory rate,Localized  primary osteoarthritis of the hand,0.0004180602006688963
Respiratory rate,Passive conjunctival congestion (finding),0.0004180602006688963
Respiratory rate,Hyperglycemia (disorder),0.00031354515050167225
Respiratory rate,Second degree burn,0.00031354515050167225
Respiratory rate,Primary fibromyalgia syndrome,0.00031354515050167225
Respiratory rate,Seasonal allergic rhinitis,0.00031354515050167225
Respiratory rate,Alzheimer's disease (disorder),0.00031354515050167225
Respiratory rate,Fracture of forearm,0.00031354515050167225
Respiratory rate,Bullet wound,0.00031354515050167225
Respiratory rate,Gunshot wound (disorder),0.00031354515050167225
Respiratory rate,Aortic valve stenosis (disorder),0.00031354515050167225
Respiratory rate,Heart failure (disorder),0.00031354515050167225
Respiratory rate,Pyelonephritis,0.00031354515050167225
Respiratory rate,Concussion with loss of consciousness,0.00031354515050167225
Respiratory rate,Opioid abuse (disorder),0.00031354515050167225
Respiratory rate,Pathological fracture due to osteoporosis (disorder),0.00031354515050167225
Respiratory rate,Pulmonary emphysema (disorder),0.00031354515050167225
Respiratory rate,Closed fracture of hip,0.00031354515050167225
Respiratory rate,Acute ST segment elevation myocardial infarction (disorder),0.00031354515050167225
Respiratory rate,Acute non-ST segment elevation myocardial infarction (disorder),0.00031354515050167225
Respiratory rate,Fetus with chromosomal abnormality,0.00020903010033444816
Respiratory rate,Recurrent rectal polyp,0.00020903010033444816
Respiratory rate,Acquired coagulation disorder (disorder),0.00020903010033444816
Respiratory rate,Homeless (finding),0.00020903010033444816
Respiratory rate,Injury of anterior cruciate ligament,0.00020903010033444816
Respiratory rate,Congenital uterine anomaly,0.00020903010033444816
Respiratory rate,Mitral valve regurgitation (disorder),0.00020903010033444816
Respiratory rate,Traumatic dislocation of temporomandibular joint (disorder),0.00020903010033444816
Respiratory rate,Injury of heart (disorder),0.00020903010033444816
Respiratory rate,Neuropathy due to type 2 diabetes mellitus (disorder),0.00020903010033444816
Respiratory rate,History of aortic valve replacement (situation),0.00020903010033444816
Respiratory rate,Spasticity (finding),0.00020903010033444816
Respiratory rate,Hemoptysis (finding),0.00020903010033444816
Respiratory rate,Cerebral palsy (disorder),0.00020903010033444816
Respiratory rate,Poor muscle tone (finding),0.00020903010033444816
Respiratory rate,Sleep apnea (disorder),0.00020903010033444816
Respiratory rate,Sepsis (disorder),0.00020903010033444816
Respiratory rate,Protracted diarrhea,0.00010451505016722408
Respiratory rate,Secondary malignant neoplasm of colon,0.00010451505016722408
Respiratory rate,Unable to swallow saliva (finding),0.00010451505016722408
Respiratory rate,Intellectual disability (disorder),0.00010451505016722408
Respiratory rate,Gastroesophageal reflux disease (disorder),0.00010451505016722408
Respiratory rate,Excessive salivation (disorder),0.00010451505016722408
Respiratory rate,Dislocation of hip joint (disorder),0.00010451505016722408
Respiratory rate,Constipation (finding),0.00010451505016722408
Respiratory rate,Body mass index 40+ - severely obese (finding),0.00010451505016722408
Respiratory rate,Bleeding from anus,0.00010451505016722408
Respiratory rate,Chronic obstructive bronchitis (disorder),0.00010451505016722408
Respiratory rate,Died in hospice (finding),0.00010451505016722408
Respiratory rate,Primary malignant neoplasm of colon,0.00010451505016722408
Respiratory rate,Atrial fibrillation (disorder),0.00010451505016722408
Respiratory rate,Chronic congestive heart failure (disorder),0.00010451505016722408
Respiratory rate,Fracture of mandible (disorder),0.00010451505016722408
Respiratory rate,Retinopathy due to type 2 diabetes mellitus (disorder),0.00010451505016722408
Respiratory rate,Kidney transplant failure and rejection (disorder),0.00010451505016722408
Respiratory rate,Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),0.00010451505016722408
Respiratory rate,Awaiting transplantation of bone marrow (situation),0.00010451505016722408
Respiratory rate,History of autologous bone marrow transplant (situation),0.00010451505016722408
Respiratory rate,Suspected prostate cancer (situation),0.00010451505016722408
Respiratory rate,Leukemia  disease (disorder),0.00010451505016722408
Respiratory rate,Neoplasm of prostate,0.00010451505016722408
Respiratory rate,Carcinoma in situ of prostate (disorder),0.00010451505016722408
Respiratory rate,Brain damage - traumatic,0.00010451505016722408
Respiratory rate,Pulmonic valve stenosis (disorder),0.00010451505016722408
Respiratory rate,Malignant neoplasm of breast (disorder),0.00010451505016722408
Respiratory rate,Bacterial infectious disease (disorder),0.00010451505016722408
Respiratory rate,Aortic valve regurgitation (disorder),0.00010451505016722408
Respiratory rate,Gout,0.00010451505016722408
Glucose [Mass/volume] in Blood,Medication review due (situation),0.21514754098360656
Glucose [Mass/volume] in Blood,Stress (finding),0.09311475409836066
Glucose [Mass/volume] in Blood,Full-time employment (finding),0.08065573770491803
Glucose [Mass/volume] in Blood,Gingivitis (disorder),0.07842622950819672
Glucose [Mass/volume] in Blood,Part-time employment (finding),0.054819672131147544
Glucose [Mass/volume] in Blood,Limited social contact (finding),0.033114754098360656
Glucose [Mass/volume] in Blood,Not in labor force (finding),0.032
Glucose [Mass/volume] in Blood,Social isolation (finding),0.031672131147540986
Glucose [Mass/volume] in Blood,Gingival disease (disorder),0.023409836065573772
Glucose [Mass/volume] in Blood,Victim of intimate partner abuse (finding),0.022557377049180326
Glucose [Mass/volume] in Blood,Reports of violence in the environment (finding),0.01921311475409836
Glucose [Mass/volume] in Blood,Primary dental caries (disorder),0.015147540983606557
Glucose [Mass/volume] in Blood,Viral sinusitis (disorder),0.013704918032786886
Glucose [Mass/volume] in Blood,Essential hypertension (disorder),0.009639344262295083
Glucose [Mass/volume] in Blood,Prediabetes,0.009180327868852459
Glucose [Mass/volume] in Blood,Unemployed (finding),0.009114754098360656
Glucose [Mass/volume] in Blood,Body mass index 30+ - obesity (finding),0.008918032786885246
Glucose [Mass/volume] in Blood,Received higher education (finding),0.008918032786885246
Glucose [Mass/volume] in Blood,Metabolic syndrome X (disorder),0.008852459016393442
Glucose [Mass/volume] in Blood,Anemia (disorder),0.008655737704918032
Glucose [Mass/volume] in Blood,Acute viral pharyngitis (disorder),0.006688524590163935
Glucose [Mass/volume] in Blood,Disorder of kidney due to diabetes mellitus (disorder),0.005770491803278688
Glucose [Mass/volume] in Blood,Microalbuminuria due to type 2 diabetes mellitus (disorder),0.005508196721311476
Glucose [Mass/volume] in Blood,Chronic kidney disease stage 1 (disorder),0.005508196721311476
Glucose [Mass/volume] in Blood,Acute bronchitis (disorder),0.005442622950819672
Glucose [Mass/volume] in Blood,Chronic kidney disease stage 2 (disorder),0.005377049180327869
Glucose [Mass/volume] in Blood,Diabetes mellitus type 2 (disorder),0.005245901639344262
Glucose [Mass/volume] in Blood,Has a criminal record (finding),0.005180327868852459
Glucose [Mass/volume] in Blood,Hypertriglyceridemia (disorder),0.005180327868852459
Glucose [Mass/volume] in Blood,Infection of tooth (disorder),0.004983606557377049
Glucose [Mass/volume] in Blood,Proteinuria due to type 2 diabetes mellitus (disorder),0.004721311475409836
Glucose [Mass/volume] in Blood,Chronic kidney disease stage 3 (disorder),0.0045901639344262295
Glucose [Mass/volume] in Blood,Ischemic heart disease (disorder),0.004524590163934426
Glucose [Mass/volume] in Blood,Abnormal findings diagnostic imaging heart+coronary circulat (finding),0.004524590163934426
Glucose [Mass/volume] in Blood,Dental filling lost (finding),0.004327868852459016
Glucose [Mass/volume] in Blood,Unhealthy alcohol drinking behavior (finding),0.0042622950819672135
Glucose [Mass/volume] in Blood,Severe anxiety (panic) (finding),0.0038688524590163934
Glucose [Mass/volume] in Blood,Loss of teeth (disorder),0.003737704918032787
Glucose [Mass/volume] in Blood,Chronic sinusitis (disorder),0.0036721311475409837
Glucose [Mass/volume] in Blood,Leaking dental filling (finding),0.0036065573770491803
Glucose [Mass/volume] in Blood,Fractured dental filling (finding),0.0036065573770491803
Glucose [Mass/volume] in Blood,Transport problem (finding),0.003540983606557377
Glucose [Mass/volume] in Blood,Loose dental filling (finding),0.003540983606557377
Glucose [Mass/volume] in Blood,Lack of access to transportation (finding),0.003540983606557377
Glucose [Mass/volume] in Blood,Chronic kidney disease stage 4 (disorder),0.0034098360655737707
Glucose [Mass/volume] in Blood,Past pregnancy history of miscarriage (situation),0.0033442622950819673
Glucose [Mass/volume] in Blood,Awaiting transplantation of kidney (situation),0.0033442622950819673
Glucose [Mass/volume] in Blood,Normal pregnancy,0.003147540983606557
Glucose [Mass/volume] in Blood,Housing unsatisfactory (finding),0.0030819672131147543
Glucose [Mass/volume] in Blood,Risk activity involvement (finding),0.0030819672131147543
Glucose [Mass/volume] in Blood,History of renal transplant (situation),0.0029508196721311475
Glucose [Mass/volume] in Blood,Hyperlipidemia,0.002885245901639344
Glucose [Mass/volume] in Blood,Chronic pain (finding),0.002885245901639344
Glucose [Mass/volume] in Blood,Chronic low back pain (finding),0.0025573770491803278
Glucose [Mass/volume] in Blood,Received certificate of high school equivalency (finding),0.0024262295081967215
Glucose [Mass/volume] in Blood,Misuses drugs (finding),0.0019672131147540984
Glucose [Mass/volume] in Blood,History of coronary artery bypass grafting (situation),0.0018360655737704918
Glucose [Mass/volume] in Blood,Refugee (person),0.0017704918032786885
Glucose [Mass/volume] in Blood,Polyp of colon,0.0017704918032786885
Glucose [Mass/volume] in Blood,Fracture of bone (disorder),0.0017049180327868853
Glucose [Mass/volume] in Blood,Drug overdose,0.001639344262295082
Glucose [Mass/volume] in Blood,History of tubal ligation (situation),0.0015737704918032786
Glucose [Mass/volume] in Blood,Hyperglycemia (disorder),0.0015737704918032786
Glucose [Mass/volume] in Blood,Neuropathy due to type 2 diabetes mellitus (disorder),0.0015737704918032786
Glucose [Mass/volume] in Blood,End-stage renal disease (disorder),0.0015081967213114755
Glucose [Mass/volume] in Blood,Sprain (morphologic abnormality),0.0015081967213114755
Glucose [Mass/volume] in Blood,History of myocardial infarction (situation),0.001442622950819672
Glucose [Mass/volume] in Blood,Chronic neck pain (finding),0.001377049180327869
Glucose [Mass/volume] in Blood,Retinopathy due to type 2 diabetes mellitus (disorder),0.001377049180327869
Glucose [Mass/volume] in Blood,Sinusitis (disorder),0.0012459016393442622
Glucose [Mass/volume] in Blood,Laceration - injury (disorder),0.0012459016393442622
Glucose [Mass/volume] in Blood,Osteoporosis (disorder),0.0012459016393442622
Glucose [Mass/volume] in Blood,Sleep disorder (disorder),0.001180327868852459
Glucose [Mass/volume] in Blood,History of appendectomy,0.0011147540983606557
Glucose [Mass/volume] in Blood,Served in armed forces (finding),0.0011147540983606557
Glucose [Mass/volume] in Blood,COVID-19,0.0011147540983606557
Glucose [Mass/volume] in Blood,Suspected COVID-19,0.0011147540983606557
Glucose [Mass/volume] in Blood,Streptococcal sore throat (disorder),0.0010491803278688525
Glucose [Mass/volume] in Blood,Acute infective cystitis (disorder),0.0010491803278688525
Glucose [Mass/volume] in Blood,Acute bacterial sinusitis (disorder),0.0010491803278688525
Glucose [Mass/volume] in Blood,Sprain of ankle,0.0010491803278688525
Glucose [Mass/volume] in Blood,Recurrent urinary tract infection (disorder),0.0009836065573770492
Glucose [Mass/volume] in Blood,Fever (finding),0.0009836065573770492
Glucose [Mass/volume] in Blood,Sepsis (disorder),0.0009180327868852459
Glucose [Mass/volume] in Blood,Osteoarthritis of knee,0.0009180327868852459
Glucose [Mass/volume] in Blood,Alveolitis of jaw (disorder),0.0008524590163934427
Glucose [Mass/volume] in Blood,Acute non-ST segment elevation myocardial infarction (disorder),0.0008524590163934427
Glucose [Mass/volume] in Blood,Concussion injury of brain (disorder),0.0008524590163934427
Glucose [Mass/volume] in Blood,Alzheimer's disease (disorder),0.0007868852459016393
Glucose [Mass/volume] in Blood,Injury of neck (disorder),0.0007868852459016393
Glucose [Mass/volume] in Blood,Only received primary school education (finding),0.0007868852459016393
Glucose [Mass/volume] in Blood,Whiplash injury to neck,0.0007868852459016393
Glucose [Mass/volume] in Blood,Chronic congestive heart failure (disorder),0.000721311475409836
Glucose [Mass/volume] in Blood,Fracture of ankle,0.000721311475409836
Glucose [Mass/volume] in Blood,Fatigue (finding),0.0006557377049180328
Glucose [Mass/volume] in Blood,Miscarriage in first trimester,0.0006557377049180328
Glucose [Mass/volume] in Blood,Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),0.0006557377049180328
Glucose [Mass/volume] in Blood,Concussion with no loss of consciousness,0.0006557377049180328
Glucose [Mass/volume] in Blood,Cough (finding),0.0005901639344262295
Glucose [Mass/volume] in Blood,Obstructive sleep apnea syndrome (disorder),0.0005901639344262295
Glucose [Mass/volume] in Blood,Acute ST segment elevation myocardial infarction (disorder),0.0005901639344262295
Glucose [Mass/volume] in Blood,Osteoarthritis of hip,0.0005901639344262295
Glucose [Mass/volume] in Blood,Sleep apnea (disorder),0.0005901639344262295
Glucose [Mass/volume] in Blood,History of single seizure (situation),0.0005245901639344263
Glucose [Mass/volume] in Blood,Fibromyalgia (disorder),0.0005245901639344263
Glucose [Mass/volume] in Blood,Chronic intractable migraine without aura,0.0005245901639344263
Glucose [Mass/volume] in Blood,Seizure disorder,0.0005245901639344263
Glucose [Mass/volume] in Blood,Myocardial infarction (disorder),0.0005245901639344263
Glucose [Mass/volume] in Blood,Carcinoma in situ of prostate (disorder),0.00045901639344262296
Glucose [Mass/volume] in Blood,Loss of taste (finding),0.00045901639344262296
Glucose [Mass/volume] in Blood,Sprain of wrist,0.00045901639344262296
Glucose [Mass/volume] in Blood,Burn injury (morphologic abnormality),0.00045901639344262296
Glucose [Mass/volume] in Blood,Recurrent rectal polyp,0.00045901639344262296
Glucose [Mass/volume] in Blood,Resorption of alveolar process due to dental trauma (disorder),0.00045901639344262296
Glucose [Mass/volume] in Blood,Fracture of forearm,0.00045901639344262296
Glucose [Mass/volume] in Blood,Dependent drug abuse (disorder),0.00045901639344262296
Glucose [Mass/volume] in Blood,Impacted molars,0.00045901639344262296
Glucose [Mass/volume] in Blood,Neoplasm of prostate,0.00045901639344262296
Glucose [Mass/volume] in Blood,Suspected prostate cancer (situation),0.00039344262295081965
Glucose [Mass/volume] in Blood,Torus palatinus (disorder),0.00039344262295081965
Glucose [Mass/volume] in Blood,Blighted ovum,0.00039344262295081965
Glucose [Mass/volume] in Blood,Injury of knee (disorder),0.00039344262295081965
Glucose [Mass/volume] in Blood,Chronic pain,0.00039344262295081965
Glucose [Mass/volume] in Blood,Otitis media,0.00039344262295081965
Glucose [Mass/volume] in Blood,Facial laceration,0.00039344262295081965
Glucose [Mass/volume] in Blood,Atrial fibrillation (disorder),0.00039344262295081965
Glucose [Mass/volume] in Blood,Localized  primary osteoarthritis of the hand,0.0003278688524590164
Glucose [Mass/volume] in Blood,Non-small cell carcinoma of lung  TNM stage 1 (disorder),0.0003278688524590164
Glucose [Mass/volume] in Blood,Suspected lung cancer (situation),0.0003278688524590164
Glucose [Mass/volume] in Blood,Mitral valve regurgitation (disorder),0.0003278688524590164
Glucose [Mass/volume] in Blood,Non-small cell lung cancer (disorder),0.0003278688524590164
Glucose [Mass/volume] in Blood,Sputum finding (finding),0.0003278688524590164
Glucose [Mass/volume] in Blood,Wheezing (finding),0.0003278688524590164
Glucose [Mass/volume] in Blood,Dyspnea (finding),0.0003278688524590164
Glucose [Mass/volume] in Blood,Epilepsy,0.00026229508196721314
Glucose [Mass/volume] in Blood,Malignant neoplasm of breast (disorder),0.00026229508196721314
Glucose [Mass/volume] in Blood,Second degree burn,0.00026229508196721314
Glucose [Mass/volume] in Blood,Major depression disorder,0.00026229508196721314
Glucose [Mass/volume] in Blood,Aortic valve stenosis (disorder),0.00026229508196721314
Glucose [Mass/volume] in Blood,Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder),0.00026229508196721314
Glucose [Mass/volume] in Blood,Laceration of hand,0.00026229508196721314
Glucose [Mass/volume] in Blood,Brain damage - traumatic,0.00026229508196721314
Glucose [Mass/volume] in Blood,Fracture of clavicle,0.00026229508196721314
Glucose [Mass/volume] in Blood,Laceration of thigh,0.00026229508196721314
Glucose [Mass/volume] in Blood,Pneumonia (disorder),0.00026229508196721314
Glucose [Mass/volume] in Blood,Chronic obstructive bronchitis (disorder),0.00019672131147540983
Glucose [Mass/volume] in Blood,Hypoxemia (disorder),0.00019672131147540983
Glucose [Mass/volume] in Blood,Miscarriage in second trimester,0.00019672131147540983
Glucose [Mass/volume] in Blood,Idiopathic atrophic hypothyroidism,0.00019672131147540983
Glucose [Mass/volume] in Blood,Sterilization requested (situation),0.00019672131147540983
Glucose [Mass/volume] in Blood,Respiratory distress (finding),0.00019672131147540983
Glucose [Mass/volume] in Blood,Antepartum eclampsia,0.00019672131147540983
Glucose [Mass/volume] in Blood,Muscle pain (finding),0.00019672131147540983
Glucose [Mass/volume] in Blood,Appendicitis,0.00019672131147540983
Glucose [Mass/volume] in Blood,Joint pain (finding),0.00019672131147540983
Glucose [Mass/volume] in Blood,Body mass index 40+ - severely obese (finding),0.00019672131147540983
Glucose [Mass/volume] in Blood,Died in hospice (finding),0.00019672131147540983
Glucose [Mass/volume] in Blood,Laceration of forearm,0.00019672131147540983
Glucose [Mass/volume] in Blood,Tongue tie (disorder),0.00019672131147540983
Glucose [Mass/volume] in Blood,Headache (finding),0.00019672131147540983
Glucose [Mass/volume] in Blood,Acute Cholecystitis,0.00019672131147540983
Glucose [Mass/volume] in Blood,Stroke,0.00019672131147540983
Glucose [Mass/volume] in Blood,Awaiting transplantation of bone marrow (situation),0.00019672131147540983
Glucose [Mass/volume] in Blood,Cholelithiasis,0.00019672131147540983
Glucose [Mass/volume] in Blood,Pathological fracture due to osteoporosis (disorder),0.00019672131147540983
Glucose [Mass/volume] in Blood,Malignant tumor of colon,0.00019672131147540983
Glucose [Mass/volume] in Blood,Septic shock (disorder),0.00019672131147540983
Glucose [Mass/volume] in Blood,Smokes tobacco daily,0.00019672131147540983
Glucose [Mass/volume] in Blood,History of aortic valve replacement (situation),0.00019672131147540983
Glucose [Mass/volume] in Blood,Gastroesophageal reflux disease (disorder),0.00013114754098360657
Glucose [Mass/volume] in Blood,Homeless (finding),0.00013114754098360657
Glucose [Mass/volume] in Blood,Primary malignant neoplasm of colon,0.00013114754098360657
Glucose [Mass/volume] in Blood,Fetus with chromosomal abnormality,0.00013114754098360657
Glucose [Mass/volume] in Blood,Laceration of foot,0.00013114754098360657
Glucose [Mass/volume] in Blood,Sepsis caused by virus (disorder),0.00013114754098360657
Glucose [Mass/volume] in Blood,Multiple myeloma (disorder),0.00013114754098360657
Glucose [Mass/volume] in Blood,Complete miscarriage (disorder),0.00013114754098360657
Glucose [Mass/volume] in Blood,Acute respiratory distress syndrome (disorder),0.00013114754098360657
Glucose [Mass/volume] in Blood,History of peripheral stem cell transplant (situation),0.00013114754098360657
Glucose [Mass/volume] in Blood,Primary fibromyalgia syndrome,0.00013114754098360657
Glucose [Mass/volume] in Blood,Bleeding from anus,0.00013114754098360657
Glucose [Mass/volume] in Blood,Protracted diarrhea,0.00013114754098360657
Glucose [Mass/volume] in Blood,Pulmonary emphysema (disorder),0.00013114754098360657
Glucose [Mass/volume] in Blood,Cerebral palsy (disorder),0.00013114754098360657
Glucose [Mass/volume] in Blood,Dribbling from mouth (finding),0.00013114754098360657
Glucose [Mass/volume] in Blood,Injury of tendon of the rotator cuff of shoulder,0.00013114754098360657
Glucose [Mass/volume] in Blood,Chill (finding),0.00013114754098360657
Glucose [Mass/volume] in Blood,Epidermal burn of skin (disorder),0.00013114754098360657
Glucose [Mass/volume] in Blood,Bullet wound,0.00013114754098360657
Glucose [Mass/volume] in Blood,Fracture of rib,0.00013114754098360657
Glucose [Mass/volume] in Blood,Sore throat symptom (finding),0.00013114754098360657
Glucose [Mass/volume] in Blood,Tear of meniscus of knee,0.00013114754098360657
Glucose [Mass/volume] in Blood,Gout,0.00013114754098360657
Glucose [Mass/volume] in Blood,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),0.00013114754098360657
Glucose [Mass/volume] in Blood,Concussion with loss of consciousness,0.00013114754098360657
Glucose [Mass/volume] in Blood,Fracture subluxation of wrist,0.00013114754098360657
Glucose [Mass/volume] in Blood,Injury of anterior cruciate ligament,0.00013114754098360657
Glucose [Mass/volume] in Blood,Gunshot wound (disorder),0.00013114754098360657
Glucose [Mass/volume] in Blood,Tubal pregnancy,0.00013114754098360657
Glucose [Mass/volume] in Blood,Excessive salivation (disorder),0.00013114754098360657
Glucose [Mass/volume] in Blood,Leukemia  disease (disorder),0.00013114754098360657
Glucose [Mass/volume] in Blood,Intellectual disability (disorder),0.00013114754098360657
Glucose [Mass/volume] in Blood,Kidney transplant failure and rejection (disorder),0.00013114754098360657
Glucose [Mass/volume] in Blood,History of autologous bone marrow transplant (situation),0.00013114754098360657
Glucose [Mass/volume] in Blood,Contact dermatitis,6.557377049180328e-05
Glucose [Mass/volume] in Blood,Chronic paralysis due to lesion of spinal cord,6.557377049180328e-05
Glucose [Mass/volume] in Blood,Secondary malignant neoplasm of colon,6.557377049180328e-05
Glucose [Mass/volume] in Blood,Injury of medial collateral ligament of knee,6.557377049180328e-05
Glucose [Mass/volume] in Blood,History of aortic valve repair (situation),6.557377049180328e-05
Glucose [Mass/volume] in Blood,Third degree burn,6.557377049180328e-05
Glucose [Mass/volume] in Blood,Fracture of mandible (disorder),6.557377049180328e-05
Glucose [Mass/volume] in Blood,History of amputation of foot (situation),6.557377049180328e-05
Glucose [Mass/volume] in Blood,Aortic valve regurgitation (disorder),6.557377049180328e-05
Glucose [Mass/volume] in Blood,Familial Alzheimer's disease of early onset (disorder),6.557377049180328e-05
Glucose [Mass/volume] in Blood,Pneumonia,6.557377049180328e-05
Glucose [Mass/volume] in Blood,Acute deep venous thrombosis (disorder),6.557377049180328e-05
Glucose [Mass/volume] in Blood,Passive conjunctival congestion (finding),6.557377049180328e-05
Glucose [Mass/volume] in Blood,Preeclampsia,6.557377049180328e-05
Glucose [Mass/volume] in Blood,Overlapping malignant neoplasm of colon,6.557377049180328e-05
